,STATE/UT,YEAR,Pupose,Total No. of cases reported,Male upto 10 years,Female upto 10 years,Male 10-15 years,Female 10-15 years,Male 15-18 years,Female 15-18 years,Male 18-30 years,Female 18-30 years,Male 30-50 years,Female 30-50 years,Male above 50 years,Female above 50 years,Total Male,Total Female,Grand Total,DG/ ADG,IG,DIG,SSP/SP/ Ad.SP,ASP/ DySP,Insepctor,Sub Inspector,Asst. Sub Inspector,Head Constable,Below HC above Constable,Constables,TOTAL
0,A&N Islands,2001,For Adoption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,31.0,134.0,199.0,437.0,0.0,1976.0,2792.0
1,A&N Islands,2001,For Begging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,31.0,134.0,199.0,437.0,0.0,1976.0,2792.0
2,A&N Islands,2001,For Camel racing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,31.0,134.0,199.0,437.0,0.0,1976.0,2792.0
3,A&N Islands,2001,For Illicit intercourse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,31.0,134.0,199.0,437.0,0.0,1976.0,2792.0
4,A&N Islands,2001,For Prostitution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,31.0,134.0,199.0,437.0,0.0,1976.0,2792.0
5,A&N Islands,2001,For Ransom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,31.0,134.0,199.0,437.0,0.0,1976.0,2792.0
6,A&N Islands,2001,For Revenge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,31.0,134.0,199.0,437.0,0.0,1976.0,2792.0
7,A&N Islands,2001,For Sale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,31.0,134.0,199.0,437.0,0.0,1976.0,2792.0
8,A&N Islands,2001,For Selling body parts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,31.0,134.0,199.0,437.0,0.0,1976.0,2792.0
9,A&N Islands,2001,For Slavery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,31.0,134.0,199.0,437.0,0.0,1976.0,2792.0
10,A&N Islands,2001,For marriage,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,11.0,31.0,134.0,199.0,437.0,0.0,1976.0,2792.0
11,A&N Islands,2001,For unlawaful activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,31.0,134.0,199.0,437.0,0.0,1976.0,2792.0
12,A&N Islands,2001,Others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,31.0,134.0,199.0,437.0,0.0,1976.0,2792.0
13,A&N Islands,2001,Total,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,11.0,31.0,134.0,199.0,437.0,0.0,1976.0,2792.0
14,A&N Islands,2002,For Adoption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,15.0,35.0,125.0,200.0,473.0,0.0,2120.0,2972.0
15,A&N Islands,2002,For Begging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,15.0,35.0,125.0,200.0,473.0,0.0,2120.0,2972.0
16,A&N Islands,2002,For Camel racing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,15.0,35.0,125.0,200.0,473.0,0.0,2120.0,2972.0
17,A&N Islands,2002,For Illicit intercourse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,15.0,35.0,125.0,200.0,473.0,0.0,2120.0,2972.0
18,A&N Islands,2002,For Prostitution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,15.0,35.0,125.0,200.0,473.0,0.0,2120.0,2972.0
19,A&N Islands,2002,For Ransom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,15.0,35.0,125.0,200.0,473.0,0.0,2120.0,2972.0
20,A&N Islands,2002,For Revenge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,15.0,35.0,125.0,200.0,473.0,0.0,2120.0,2972.0
21,A&N Islands,2002,For Sale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,15.0,35.0,125.0,200.0,473.0,0.0,2120.0,2972.0
22,A&N Islands,2002,For Selling body parts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,15.0,35.0,125.0,200.0,473.0,0.0,2120.0,2972.0
23,A&N Islands,2002,For Slavery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,15.0,35.0,125.0,200.0,473.0,0.0,2120.0,2972.0
24,A&N Islands,2002,For marriage,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,15.0,35.0,125.0,200.0,473.0,0.0,2120.0,2972.0
25,A&N Islands,2002,For unlawaful activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,15.0,35.0,125.0,200.0,473.0,0.0,2120.0,2972.0
26,A&N Islands,2002,Others,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,15.0,35.0,125.0,200.0,473.0,0.0,2120.0,2972.0
27,A&N Islands,2002,Total,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,15.0,35.0,125.0,200.0,473.0,0.0,2120.0,2972.0
28,A&N Islands,2003,For Adoption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,13.0,37.0,131.0,196.0,491.0,0.0,1813.0,2685.0
29,A&N Islands,2003,For Begging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,13.0,37.0,131.0,196.0,491.0,0.0,1813.0,2685.0
30,A&N Islands,2003,For Camel racing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,13.0,37.0,131.0,196.0,491.0,0.0,1813.0,2685.0
31,A&N Islands,2003,For Illicit intercourse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,13.0,37.0,131.0,196.0,491.0,0.0,1813.0,2685.0
32,A&N Islands,2003,For Prostitution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,13.0,37.0,131.0,196.0,491.0,0.0,1813.0,2685.0
33,A&N Islands,2003,For Ransom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,13.0,37.0,131.0,196.0,491.0,0.0,1813.0,2685.0
34,A&N Islands,2003,For Revenge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,13.0,37.0,131.0,196.0,491.0,0.0,1813.0,2685.0
35,A&N Islands,2003,For Sale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,13.0,37.0,131.0,196.0,491.0,0.0,1813.0,2685.0
36,A&N Islands,2003,For Selling body parts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,13.0,37.0,131.0,196.0,491.0,0.0,1813.0,2685.0
37,A&N Islands,2003,For Slavery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,13.0,37.0,131.0,196.0,491.0,0.0,1813.0,2685.0
38,A&N Islands,2003,For marriage,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,13.0,37.0,131.0,196.0,491.0,0.0,1813.0,2685.0
39,A&N Islands,2003,For unlawaful activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,13.0,37.0,131.0,196.0,491.0,0.0,1813.0,2685.0
40,A&N Islands,2003,Others,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,13.0,37.0,131.0,196.0,491.0,0.0,1813.0,2685.0
41,A&N Islands,2003,Total,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,13.0,37.0,131.0,196.0,491.0,0.0,1813.0,2685.0
42,A&N Islands,2004,For Adoption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2740.0
43,A&N Islands,2004,For Begging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2740.0
44,A&N Islands,2004,For Camel racing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2740.0
45,A&N Islands,2004,For Illicit intercourse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2740.0
46,A&N Islands,2004,For Prostitution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2740.0
47,A&N Islands,2004,For Ransom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2740.0
48,A&N Islands,2004,For Revenge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2740.0
49,A&N Islands,2004,For Sale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2740.0
50,A&N Islands,2004,For Selling body parts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2740.0
51,A&N Islands,2004,For Slavery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2740.0
52,A&N Islands,2004,For marriage,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2740.0
53,A&N Islands,2004,For unlawaful activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2740.0
54,A&N Islands,2004,Others,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2740.0
55,A&N Islands,2004,Total,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,2.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2740.0
56,A&N Islands,2005,For Adoption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2744.0
57,A&N Islands,2005,For Begging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2744.0
58,A&N Islands,2005,For Camel racing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2744.0
59,A&N Islands,2005,For Illicit intercourse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2744.0
60,A&N Islands,2005,For Prostitution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2744.0
61,A&N Islands,2005,For Ransom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2744.0
62,A&N Islands,2005,For Revenge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2744.0
63,A&N Islands,2005,For Sale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2744.0
64,A&N Islands,2005,For Selling body parts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2744.0
65,A&N Islands,2005,For Slavery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2744.0
66,A&N Islands,2005,For marriage,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,5.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2744.0
67,A&N Islands,2005,For unlawaful activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2744.0
68,A&N Islands,2005,Others,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,5.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2744.0
69,A&N Islands,2005,Total,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,5.0,12.0,38.0,125.0,199.0,472.0,0.0,1890.0,2744.0
70,A&N Islands,2006,For Adoption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,39.0,140.0,212.0,503.0,0.0,1834.0,2745.0
71,A&N Islands,2006,For Begging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,39.0,140.0,212.0,503.0,0.0,1834.0,2745.0
72,A&N Islands,2006,For Camel racing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,39.0,140.0,212.0,503.0,0.0,1834.0,2745.0
73,A&N Islands,2006,For Illicit intercourse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,39.0,140.0,212.0,503.0,0.0,1834.0,2745.0
74,A&N Islands,2006,For Prostitution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,39.0,140.0,212.0,503.0,0.0,1834.0,2745.0
75,A&N Islands,2006,For Ransom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,39.0,140.0,212.0,503.0,0.0,1834.0,2745.0
76,A&N Islands,2006,For Revenge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,39.0,140.0,212.0,503.0,0.0,1834.0,2745.0
77,A&N Islands,2006,For Sale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,39.0,140.0,212.0,503.0,0.0,1834.0,2745.0
78,A&N Islands,2006,For Selling body parts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,39.0,140.0,212.0,503.0,0.0,1834.0,2745.0
79,A&N Islands,2006,For Slavery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,39.0,140.0,212.0,503.0,0.0,1834.0,2745.0
80,A&N Islands,2006,For marriage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,39.0,140.0,212.0,503.0,0.0,1834.0,2745.0
81,A&N Islands,2006,For unlawaful activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,39.0,140.0,212.0,503.0,0.0,1834.0,2745.0
82,A&N Islands,2006,Others,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,2.0,2.0,12.0,39.0,140.0,212.0,503.0,0.0,1834.0,2745.0
83,A&N Islands,2006,Total,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,2.0,2.0,12.0,39.0,140.0,212.0,503.0,0.0,1834.0,2745.0
84,A&N Islands,2007,For Adoption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,12.0,39.0,151.0,206.0,489.0,0.0,1902.0,2805.0
85,A&N Islands,2007,For Begging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,12.0,39.0,151.0,206.0,489.0,0.0,1902.0,2805.0
86,A&N Islands,2007,For Camel racing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,12.0,39.0,151.0,206.0,489.0,0.0,1902.0,2805.0
87,A&N Islands,2007,For Illicit intercourse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,12.0,39.0,151.0,206.0,489.0,0.0,1902.0,2805.0
88,A&N Islands,2007,For Prostitution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,12.0,39.0,151.0,206.0,489.0,0.0,1902.0,2805.0
89,A&N Islands,2007,For Ransom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,12.0,39.0,151.0,206.0,489.0,0.0,1902.0,2805.0
90,A&N Islands,2007,For Revenge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,12.0,39.0,151.0,206.0,489.0,0.0,1902.0,2805.0
91,A&N Islands,2007,For Sale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,12.0,39.0,151.0,206.0,489.0,0.0,1902.0,2805.0
92,A&N Islands,2007,For Selling body parts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,12.0,39.0,151.0,206.0,489.0,0.0,1902.0,2805.0
93,A&N Islands,2007,For Slavery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,12.0,39.0,151.0,206.0,489.0,0.0,1902.0,2805.0
94,A&N Islands,2007,For marriage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,12.0,39.0,151.0,206.0,489.0,0.0,1902.0,2805.0
95,A&N Islands,2007,For unlawaful activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,12.0,39.0,151.0,206.0,489.0,0.0,1902.0,2805.0
96,A&N Islands,2007,Others,12.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,10.0,13.0,1.0,0.0,2.0,3.0,12.0,39.0,151.0,206.0,489.0,0.0,1902.0,2805.0
97,A&N Islands,2007,Total,12.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,10.0,13.0,1.0,0.0,2.0,3.0,12.0,39.0,151.0,206.0,489.0,0.0,1902.0,2805.0
98,A&N Islands,2008,For Adoption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,12.0,39.0,150.0,204.0,480.0,0.0,1872.0,2763.0
99,A&N Islands,2008,For Begging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,12.0,39.0,150.0,204.0,480.0,0.0,1872.0,2763.0
100,A&N Islands,2008,For Camel racing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,12.0,39.0,150.0,204.0,480.0,0.0,1872.0,2763.0
101,A&N Islands,2008,For Illicit intercourse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,12.0,39.0,150.0,204.0,480.0,0.0,1872.0,2763.0
102,A&N Islands,2008,For Prostitution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,12.0,39.0,150.0,204.0,480.0,0.0,1872.0,2763.0
103,A&N Islands,2008,For Ransom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,12.0,39.0,150.0,204.0,480.0,0.0,1872.0,2763.0
